Satelit,Latitude,Longitude,Kedalaman,Temperature
9,-7.824315,110.120735,35.9,29.9
10,-7.824326,110.120735,36.1,29.9
10,-7.824337,110.120727,35.8,29.9
10,-7.824348,110.120727,35.9,29.9
10,-7.82436,110.120719,35.9,29.9
9,-7.824372,110.120719,35.8,29.9
10,-7.824383,110.120712,35.9,29.9
9,-7.824395,110.120712,35.8,29.9
9,-7.824407,110.120704,35.9,29.9
9,-7.824418,110.120704,35.8,29.9
9,-7.824429,110.120697,35.8,29.9
9,-7.82444,110.120689,35.8,29.9
10,-7.82445,110.120681,36.2,29.9
10,-7.824462,110.120674,35.8,29.8
11,-7.824473,110.120666,35.9,29.9
6,-7.824483,110.120658,36,29.9
11,-7.824493,110.120651,35.8,29.9
11,-7.824503,110.120643,35.8,29.9
12,-7.824515,110.120635,35.8,29.9
11,-7.824527,110.120628,35.8,29.9
11,-7.824537,110.12062,36.2,29.9
11,-7.824548,110.120613,35.8,29.8
11,-7.824558,110.120605,35.8,29.9
11,-7.824567,110.120605,35.7,29.9
11,-7.824576,110.12059,35.9,29.9
11,-7.824587,110.12059,35.8,29.9
11,-7.824598,110.120582,35.7,29.8
11,-7.824608,110.120574,36.3,29.9
11,-7.824618,110.120567,35.9,29.9
11,-7.824628,110.120559,35.9,29.8
11,-7.82464,110.120552,35.7,29.9
11,-7.82465,110.120544,36.3,29.9
11,-7.824658,110.120536,35.9,29.9
11,-7.824668,110.120521,35.9,29.8
11,-7.824676,110.120513,35.8,29.9
11,-7.824687,110.120506,36,29.9
10,-7.824697,110.120498,36.2,29.9
11,-7.824707,110.120491,35.8,29.9
11,-7.824717,110.120483,35.7,29.7
11,-7.824727,110.120475,36,29.8
11,-7.824738,110.120468,36.1,29.9
11,-7.82475,110.12046,35.9,29.9
11,-7.82476,110.120452,35.6,29.9
11,-7.82477,110.120445,35.8,29.9
11,-7.824782,110.120429,35.6,29.9
11,-7.824793,110.120422,35.8,29.9
11,-7.824805,110.120414,35.8,29.9
11,-7.824817,110.120407,35.7,29.9
11,-7.824827,110.120399,35.5,29.9
11,-7.824838,110.120391,36,29.9
11,-7.824848,110.120391,35.9,29.9
11,-7.82486,110.120376,35.4,29.9
11,-7.824868,110.120368,35.6,29.9
11,-7.824877,110.120361,35.8,29.9
11,-7.824885,110.120353,35.7,29.8
11,-7.824893,110.120346,35.4,29.9
11,-7.824905,110.120338,36.1,29.9
11,-7.824915,110.12033,35.8,29.9
11,-7.824925,110.120323,36,29.9
11,-7.824933,110.120307,35.6,29.8
10,-7.824942,110.1203,35.6,29.9
11,-7.82495,110.120292,34.9,29.9
11,-7.824958,110.120285,35.1,29.9
11,-7.824968,110.120285,35.1,29.9
11,-7.82498,110.120277,34.9,29.9
11,-7.824992,110.120269,34.9,29.8
11,-7.825003,110.120262,35.3,29.8
11,-7.825015,110.120254,34.2,29.9
10,-7.825025,110.120246,35.2,29.9
10,-7.825035,110.120239,34.8,29.9
10,-7.825043,110.120231,33.8,29.9
10,-7.825053,110.120223,35,29.9
10,-7.825063,110.120216,33.9,29.9
9,-7.825073,110.120208,34.6,29.9
10,-7.825083,110.120201,34.9,29.8
11,-7.825093,110.120193,33.8,29.9
11,-7.825103,110.120178,34.6,29.9
11,-7.825113,110.12017,34,29.9
11,-7.825123,110.120162,34.8,29.9
11,-7.825133,110.120147,34,29.9
11,-7.825142,110.12014,34,29.9
11,-7.825149,110.120124,33.7,29.9
11,-7.825157,110.120117,33.7,29.9
11,-7.825167,110.120109,33.6,29.9
11,-7.825175,110.120101,34.1,29.9
10,-7.825185,110.120094,32.5,29.9
10,-7.825193,110.120086,33.6,29.9
11,-7.825203,110.120079,31.6,30
11,-7.825213,110.120071,31.3,29.9
11,-7.825222,110.120063,31.1,29.8
11,-7.825232,110.120056,30.3,29.9
11,-7.82524,110.120048,30.1,29.9
11,-7.825248,110.120033,29.8,29.9
11,-7.825257,110.120025,30.3,29.8
11,-7.825267,110.120018,30.1,29.9
10,-7.825275,110.120002,24.3,29.9
11,-7.825284,110.119995,24.3,29.9
11,-7.825292,110.119987,22.3,29.9
9,-7.8253,110.119979,23.3,29.9
10,-7.825307,110.119972,22,29.9
9,-7.825315,110.119956,21.5,29.9
9,-7.825322,110.119949,20.5,29.9
9,-7.82533,110.119941,18.9,29.9
10,-7.825338,110.119934,20.3,29.9
9,-7.825347,110.119926,20.3,29.9
10,-7.825353,110.119911,20.6,29.9
9,-7.82536,110.119903,20.6,29.9
8,-7.825368,110.119895,21.5,29.9
8,-7.825375,110.11988,20.6,29.9
7,-7.825382,110.119873,21.1,29.9
5,-7.825387,110.119865,20.8,29.9
6,-7.825393,110.11985,20.6,29.9
6,-7.825398,110.119842,20.7,29.9
7,-7.825403,110.119827,20.9,29.8
7,-7.825408,110.119819,22.9,29.9
7,-7.825415,110.119804,20.7,30
4,-7.82542,110.119796,22,29.9
6,-7.825427,110.119773,22.2,29.9
7,-7.825435,110.119766,19.4,29.8
7,-7.825442,110.11975,20.6,29.9
5,-7.825448,110.119743,20.5,29.9
5,-7.825453,110.119728,20.7,29.9
8,-7.82546,110.11972,20.2,29.9
11,-7.825469,110.119712,19.2,29.9
10,-7.825479,110.119705,17.2,29.9
11,-7.825487,110.119697,16,29.9
11,-7.825497,110.119689,16.3,29.9
10,-7.825508,110.119682,16.2,29.9
10,-7.825517,110.119674,14.7,29.9
10,-7.825525,110.119667,14.5,29.9
9,-7.825533,110.119659,15.2,29.9
9,-7.825541,110.119644,15.5,29.9
9,-7.82555,110.119636,19.8,29.9
9,-7.825557,110.119621,19.3,29.9
10,-7.825565,110.119613,19.6,29.9
9,-7.825572,110.119598,21.6,29.9
10,-7.82558,110.11959,19.8,29.9
10,-7.825588,110.119583,21.6,29.9
9,-7.825598,110.119575,20.1,29.8
9,-7.825608,110.119567,20.1,29.9
9,-7.825618,110.11956,20.2,30
10,-7.825628,110.119552,20.3,30
10,-7.825638,110.119544,22.5,29.9
10,-7.825648,110.119544,22.1,29.9
10,-7.82566,110.119537,24.9,30
10,-7.825668,110.119529,24.4,29.9
10,-7.825678,110.119522,23.7,29.9
10,-7.825686,110.119506,23.3,29.9
10,-7.825695,110.119499,24.2,29.9
10,-7.825705,110.119491,24.4,29.9
10,-7.825713,110.119483,24.6,29.9
9,-7.825723,110.119476,25.2,29.9
10,-7.825732,110.119468,25,29.8
10,-7.825745,110.119461,24,29.9
10,-7.825758,110.119453,25.5,29.9
10,-7.82577,110.119453,24.5,29.9
9,-7.825782,110.119445,24.7,29.9
10,-7.825793,110.119438,24,29.9
9,-7.825803,110.11943,23,30.1
9,-7.825813,110.119422,23,30
8,-7.825822,110.119407,22.8,29.9
9,-7.82583,110.1194,22.7,29.9
9,-7.825837,110.119384,20.8,29.9
9,-7.825843,110.119377,20.8,29.9
9,-7.82585,110.119369,21.1,30
9,-7.825858,110.119361,21.3,29.9
9,-7.825869,110.119354,20.3,29.9
9,-7.825877,110.119346,19.1,29.9
9,-7.825887,110.119338,19.2,29.9
9,-7.825897,110.119331,19.7,29.9
9,-7.825907,110.119323,20.5,29.9
9,-7.825915,110.119316,21,29.9
9,-7.825925,110.119308,17.1,29.9
10,-7.825933,110.1193,16.7,29.9
10,-7.825943,110.119293,17.9,29.9
9,-7.825953,110.119285,16.1,29.9
9,-7.825965,110.119277,16.8,29.9
9,-7.825977,110.11927,16.2,29.9
7,-7.825987,110.119262,16,29.9
7,-7.825995,110.119247,16,29.9
7,-7.826005,110.119239,17.5,29.9
6,-7.826014,110.119232,18.1,29.9
8,-7.82602,110.119224,18.4,29.9
8,-7.826028,110.119209,18.2,30
8,-7.826036,110.119201,18.1,29.9
8,-7.826045,110.119194,16.8,29.9
6,-7.826053,110.119186,17.1,29.9
5,-7.826062,110.119171,15.4,29.9
7,-7.82607,110.119163,15,29.9
8,-7.826076,110.119155,15.1,29.9
9,-7.826085,110.11914,15.1,30
9,-7.826092,110.119132,14.8,29.9
9,-7.826098,110.119117,14.6,29.9
9,-7.826107,110.11911,14.5,29.9
9,-7.826112,110.119094,14.6,29.9
9,-7.826118,110.119079,13.9,29.9
9,-7.826125,110.119071,14,29.9
9,-7.826132,110.119056,13.6,29.9
9,-7.82614,110.119049,13.6,29.9
9,-7.826147,110.119033,13.6,29.9
9,-7.826153,110.119026,13.6,29.9
9,-7.826159,110.11901,12.9,29.9
9,-7.826165,110.119003,12.6,30
9,-7.826172,110.118995,12,29.9
8,-7.826177,110.11898,11.5,30
9,-7.826182,110.118965,11.1,29.9
8,-7.826187,110.118957,11.4,29.9
8,-7.826192,110.118942,10.4,29.9
8,-7.826199,110.118934,10.2,29.9
9,-7.826205,110.118919,10,29.9
9,-7.826211,110.118911,9.8,29.9
9,-7.826218,110.118896,9.5,29.9
9,-7.826225,110.118888,9.8,29.9
9,-7.826231,110.118881,10.1,29.9
9,-7.826238,110.118865,10,29.9
9,-7.826245,110.118858,9.6,30
9,-7.826251,110.118843,10.1,29.9
9,-7.826258,110.118835,9.5,29.9
9,-7.826265,110.118827,8.9,30
9,-7.826272,110.118812,8.7,29.9
9,-7.826277,110.118804,8.4,29.9
10,-7.826283,110.118789,8.4,29.9
10,-7.82629,110.118782,8.1,29.9
10,-7.826297,110.118766,8,29.9
10,-7.826307,110.118759,7.8,29.9
10,-7.826313,110.118751,7.7,29.9
11,-7.826322,110.118736,7.7,29.9
10,-7.826328,110.118728,7.7,29.9
10,-7.826337,110.118721,7.7,29.9
10,-7.826345,110.118713,7.9,30
9,-7.826354,110.118698,9.3,29.9
10,-7.82636,110.11869,9.9,29.9
10,-7.826368,110.118682,9.7,29.9
10,-7.826376,110.118675,10.5,29.9
10,-7.826385,110.118659,9.7,29.9
10,-7.826395,110.118652,9.9,29.9
10,-7.826403,110.118644,10.1,30.1
10,-7.826413,110.118637,10.3,29.9
9,-7.826423,110.118637,10.4,29.9
9,-7.826433,110.118629,10.2,30.1
9,-7.826445,110.118621,9.9,30
9,-7.826457,110.118621,10.1,29.9
9,-7.826468,110.118614,10.1,30
9,-7.82648,110.118606,9.6,29.9
9,-7.826492,110.118606,9.7,29.9
9,-7.826502,110.118598,9.7,29.9
9,-7.826512,110.118591,9.7,30.1
9,-7.826522,110.118591,9.7,29.9
9,-7.826531,110.118583,9.7,29.9
6,-7.82654,110.118583,9.9,29.9
10,-7.826551,110.118576,10.2,29.9
10,-7.826562,110.118576,9.7,30
10,-7.826573,110.118576,10.1,29.9
10,-7.826585,110.118576,9.5,29.9
10,-7.826597,110.118576,9.7,29.9
10,-7.826607,110.118576,9.3,29.9
10,-7.826617,110.118576,10,30
10,-7.826625,110.118576,10.4,30
10,-7.826635,110.118576,9.6,29.9
10,-7.826645,110.118576,9.8,30
10,-7.826655,110.118576,9.8,29.9
10,-7.826667,110.118576,9.9,30.1
10,-7.826678,110.118576,9.8,30
10,-7.82669,110.118576,9.7,29.9
10,-7.826704,110.118576,9.9,29.9
10,-7.826715,110.118583,9.4,30
10,-7.826727,110.118583,9.5,29.9
10,-7.826738,110.118583,10.4,29.9
10,-7.82675,110.118583,9.7,30
10,-7.826762,110.118583,10.6,29.9
10,-7.826773,110.118583,11,29.9
10,-7.826785,110.118583,10.7,29.9
10,-7.826797,110.118591,11.8,29.9
10,-7.826808,110.118591,11.9,30
10,-7.82682,110.118583,12.5,30
10,-7.826833,110.118583,13.8,29.9
10,-7.826843,110.118583,14.2,29.9
10,-7.826855,110.118583,14,29.9
10,-7.826865,110.118583,14.5,30
10,-7.826875,110.118576,15.5,30
9,-7.826887,110.118576,15.8,30
10,-7.8269,110.118576,16.6,29.9
10,-7.826913,110.118576,17.1,30
10,-7.826927,110.118576,16.9,29.9
10,-7.826938,110.118568,16.1,30
10,-7.826951,110.118568,15.8,29.9
10,-7.826963,110.118568,15.7,30
10,-7.826975,110.118568,17.4,30
10,-7.826988,110.118568,17.7,29.9
10,-7.827002,110.118568,15.7,29.9
10,-7.827017,110.118568,15.5,30
9,-7.82703,110.11856,15.3,30
8,-7.827044,110.11856,15.6,29.9
9,-7.827058,110.118553,14.9,29.9
9,-7.827072,110.118553,14.8,30
9,-7.827084,110.118545,14.7,30.1
9,-7.827096,110.118537,14.6,29.9
9,-7.82711,110.118537,14.6,29.9
9,-7.827122,110.11853,14.6,30
9,-7.827135,110.11853,14.6,30
9,-7.827148,110.11853,14.6,30
9,-7.82716,110.118522,14.6,29.9
9,-7.827173,110.118515,14.7,29.9
9,-7.827185,110.118515,14.7,30
9,-7.827197,110.118507,14.7,29.9
9,-7.82721,110.118499,14.7,29.9
9,-7.827222,110.118499,14.6,29.9
9,-7.827233,110.118492,14.7,29.9
9,-7.827245,110.118484,14.4,29.9
9,-7.827255,110.118476,14.2,29.9
9,-7.827267,110.118469,14.4,29.9
10,-7.827278,110.118461,13.9,30
10,-7.82729,110.118453,13.8,29.9
10,-7.8273,110.118446,14.4,29.9
10,-7.827313,110.118438,13.9,30
10,-7.827325,110.118438,13.9,29.9
10,-7.827337,110.118431,13.8,29.9
10,-7.82735,110.118431,13.8,29.9
10,-7.827362,110.118423,13.4,29.9
10,-7.827375,110.118415,13.5,30
10,-7.827387,110.118408,13.5,30
10,-7.827398,110.118408,13.4,29.9
10,-7.827412,110.1184,13.3,29.9
10,-7.827422,110.118392,13.3,29.9
6,-7.827434,110.118385,13.3,30
10,-7.827442,110.118377,13.5,30
11,-7.827452,110.11837,13.7,30
11,-7.82746,110.118362,13.3,29.9
11,-7.82747,110.118354,13.6,29.9
11,-7.827478,110.118347,13.4,30
11,-7.827486,110.118339,13.1,29.9
11,-7.827497,110.118324,13.1,30
11,-7.827508,110.118316,12.7,30.1
11,-7.82752,110.118309,12.7,29.9
11,-7.82753,110.118301,12.3,30
10,-7.82754,110.118286,12,30
10,-7.82755,110.118278,11.5,30
10,-7.82756,110.118263,11.4,29.9
10,-7.827568,110.118255,11.2,30
10,-7.827579,110.118247,11.2,29.9
10,-7.827589,110.11824,11.1,29.9
10,-7.827597,110.118232,10.7,30
11,-7.827605,110.118225,10.4,29.9
11,-7.827613,110.118209,10,30
11,-7.827621,110.118202,9.6,30
11,-7.82763,110.118194,9.4,30
11,-7.827638,110.118179,8.9,30
11,-7.827647,110.118171,8.1,29.9
11,-7.827655,110.118156,8.5,29.9
11,-7.827665,110.118148,7.3,29.9
11,-7.827673,110.118141,7.2,29.9
11,-7.827682,110.118133,7,30
11,-7.827692,110.118118,7,30
11,-7.827702,110.11811,7.1,30.1
11,-7.82771,110.118103,7.2,30
10,-7.82772,110.118095,7.5,30
10,-7.827728,110.11808,7.8,29.9
10,-7.827738,110.118072,8.7,30
10,-7.827748,110.118064,8.7,29.9
10,-7.827757,110.118049,9,29.9
10,-7.827766,110.118041,8.8,29.9
10,-7.827775,110.118026,9.2,29.9
10,-7.827785,110.118011,8.9,30.1
10,-7.827797,110.118003,9.3,29.9
10,-7.827808,110.117996,9.2,29.9
10,-7.82782,110.117988,9.6,29.9
10,-7.827832,110.11798,9.5,30
10,-7.827845,110.117973,9.8,30
10,-7.827858,110.117973,10.3,30
10,-7.82787,110.117965,9.9,30
10,-7.827882,110.117958,10.4,30.1
10,-7.827893,110.11795,11.6,29.9
10,-7.827903,110.117942,11.6,30
10,-7.827915,110.117935,11.4,30
10,-7.827927,110.117927,12.4,30
10,-7.82794,110.117919,12.8,29.9
10,-7.827953,110.117919,12.8,29.9
10,-7.827967,110.117912,13.2,30
10,-7.827978,110.117904,13.4,30
10,-7.827991,110.117897,13.6,30
9,-7.828003,110.117889,14,30
10,-7.828013,110.117881,14.3,29.9
10,-7.828025,110.117866,14,30.1
10,-7.828035,110.117858,16,30
10,-7.828047,110.117851,16.8,29.9
10,-7.828057,110.117843,16.6,30.1
10,-7.828067,110.117835,16.4,29.9
10,-7.828078,110.117828,15.6,29.9
10,-7.82809,110.11782,15.7,29.9
10,-7.828102,110.117813,14.7,29.9
10,-7.828112,110.117797,14.2,30.1
10,-7.828122,110.11779,14.4,30
10,-7.82813,110.117782,14.2,30
10,-7.82814,110.117774,13.6,29.9
10,-7.828152,110.117767,13.2,29.9
10,-7.828165,110.117759,12.3,30
10,-7.828176,110.117752,12.1,30.1
10,-7.828188,110.117752,11.9,30
10,-7.8282,110.117744,11.8,30
10,-7.828212,110.117736,11.6,30
10,-7.828222,110.117729,11.4,30
10,-7.828232,110.117721,11.4,29.9
10,-7.828243,110.117713,11.5,30
10,-7.828257,110.117706,11.1,29.9
10,-7.828269,110.117698,10.9,30
10,-7.82828,110.117691,10.9,29.9
10,-7.828292,110.117683,11.3,30
10,-7.828301,110.117675,10.4,30
10,-7.828312,110.117668,10.6,29.9
10,-7.828323,110.117652,10.6,29.9
10,-7.828333,110.117652,10.6,30
10,-7.828347,110.117645,11.1,30
10,-7.828358,110.117637,10.8,29.9
10,-7.828368,110.11763,10.8,29.9
10,-7.82838,110.11763,11.1,30.1
9,-7.828392,110.117622,12,30
9,-7.828403,110.117614,11.9,30
9,-7.828415,110.117614,12.2,29.9
9,-7.828427,110.117607,11.9,30
9,-7.82844,110.117607,10.1,30.1
9,-7.828465,110.117599,12.4,30
8,-7.828477,110.117591,13.6,30.2
8,-7.828488,110.117591,13.4,30
9,-7.8285,110.117584,13.9,30
9,-7.828513,110.117576,13.6,30
9,-7.828525,110.117576,13.6,29.9
8,-7.828536,110.117568,13.6,30.1
9,-7.82855,110.117561,13.6,30.1
9,-7.828563,110.117561,13.7,30.1
8,-7.828575,110.117553,13.9,30
9,-7.828587,110.117553,13.7,30.1
9,-7.8286,110.117553,13.7,30
9,-7.828612,110.117546,14.1,30
9,-7.828623,110.117546,14.4,30
9,-7.828633,110.117538,14.3,30.1
9,-7.828643,110.11753,13.7,30.2
9,-7.828655,110.117523,13.7,30.1
9,-7.828667,110.117515,14,30.1
9,-7.828678,110.117515,13.9,29.9
9,-7.828691,110.117507,13.8,30.1
9,-7.828703,110.117507,14,30
9,-7.828713,110.1175,13.5,29.9
9,-7.828725,110.117492,13.7,30
9,-7.828735,110.117485,13.5,30.1
10,-7.828747,110.117485,13.2,30
10,-7.82876,110.117477,13.4,30
10,-7.828772,110.117469,13.5,30
10,-7.828783,110.117469,13.1,29.9
10,-7.828795,110.117462,13.2,30
10,-7.828807,110.117454,13.1,30
10,-7.828818,110.117446,13.6,29.9
10,-7.82883,110.117446,13.5,30
10,-7.82884,110.117439,13.5,30
10,-7.82885,110.117431,13.5,30.1
10,-7.82886,110.117431,13.5,30
10,-7.82887,110.117424,13.5,30
10,-7.82888,110.117416,13.4,30
10,-7.828888,110.117408,13.4,30.1
10,-7.828898,110.117401,13.9,30
10,-7.828908,110.117393,14.6,30
10,-7.828918,110.117385,14.7,30
10,-7.82893,110.117385,14.7,30
10,-7.828943,110.117378,14.8,30.1
10,-7.828953,110.11737,14.9,30
10,-7.828965,110.117362,14.8,30
10,-7.828975,110.117355,14.8,30.1
10,-7.828987,110.117355,15.1,30
10,-7.828997,110.11734,16,30
10,-7.829007,110.11734,15.9,30
9,-7.829017,110.117324,15.9,30.1
9,-7.829027,110.117317,16,30
10,-7.829037,110.117309,16,30
10,-7.829048,110.117301,16.2,30
10,-7.829058,110.117294,16.3,30
10,-7.829068,110.117286,16.5,29.9
10,-7.829078,110.117279,16.8,30
10,-7.829088,110.117271,17.8,30.1
10,-7.829098,110.117263,19.7,29.9
11,-7.829108,110.117256,19.4,30
11,-7.829118,110.117248,19.4,30.1
11,-7.829128,110.117233,19.3,30
10,-7.829137,110.117225,16.9,30.1
10,-7.829147,110.117218,17.2,30
10,-7.829157,110.11721,17.2,30
9,-7.829165,110.117195,16.7,30.1
9,-7.829173,110.117187,16.6,30.1
10,-7.829182,110.117179,16.6,30
10,-7.82919,110.117164,16.5,30
9,-7.8292,110.117156,16.5,30
9,-7.829206,110.117149,16.5,30
9,-7.829215,110.117134,16.5,30
9,-7.829223,110.117126,16.5,30.1
9,-7.829232,110.117111,16.4,30
9,-7.82924,110.117103,16.7,29.9
10,-7.829248,110.117095,16.5,30
9,-7.829257,110.11708,16.2,29.9
10,-7.829267,110.117073,16.6,30
10,-7.829275,110.117057,15.6,30.1
11,-7.829283,110.11705,14.5,30
11,-7.82929,110.117034,14.8,30
11,-7.829298,110.117027,14.5,30.1
11,-7.829307,110.117019,13.3,30
11,-7.829315,110.117004,13.2,30.1
10,-7.829322,110.116996,13.2,29.9
10,-7.829329,110.116989,13.2,30
10,-7.829335,110.116973,13.2,30.1
10,-7.82934,110.116966,13,30.1
10,-7.829345,110.116958,13,29.9
10,-7.82935,110.116943,13,30.1
9,-7.829357,110.116935,13,30
9,-7.829363,110.116928,13,30
9,-7.829371,110.11692,13.4,30.1
9,-7.829377,110.116905,13.5,30.1
9,-7.829383,110.116897,14.6,30
9,-7.829389,110.116889,14.5,30
9,-7.829395,110.116874,14.7,30.1
9,-7.829403,110.116867,14.7,30.1
9,-7.829411,110.116851,15.8,29.9
9,-7.829418,110.116836,15.9,29.9
10,-7.829427,110.116828,16.2,30
10,-7.829433,110.116821,16.2,30.1
10,-7.829442,110.116806,16.2,30
10,-7.82945,110.116798,16.5,30
10,-7.829457,110.116783,16.6,30.2
10,-7.829465,110.116767,16.7,30.1
11,-7.829473,110.11676,18.4,30
10,-7.829482,110.116744,18.2,30
11,-7.82949,110.116737,18.5,30
11,-7.8295,110.116729,18.4,30
10,-7.829508,110.116722,18,30.1
11,-7.829515,110.116706,16.5,30
10,-7.829523,110.116699,16.5,30.1
10,-7.82953,110.116691,15.3,30
10,-7.829538,110.116676,15.1,30
10,-7.829545,110.116668,15,30.1
11,-7.829554,110.116661,15,30.1
11,-7.829562,110.116645,14.9,30.1
11,-7.829572,110.116638,14.1,30.1
10,-7.829578,110.116622,14.3,30
10,-7.829585,110.116607,13.9,30
10,-7.829592,110.1166,13.8,30
10,-7.829598,110.116584,13.7,30.1
9,-7.829605,110.116577,13.6,30
9,-7.829613,110.116561,12.9,30
9,-7.82962,110.116546,12.4,30
8,-7.829625,110.116539,11.7,30.1
10,-7.829632,110.116531,12.1,30
10,-7.829638,110.116516,11,30
10,-7.829643,110.116508,10.7,30.2
10,-7.82965,110.1165,9.9,30.1
10,-7.829655,110.116493,9.5,30
10,-7.82966,110.116477,9.6,30.1
9,-7.829662,110.11647,9,30.1
9,-7.829662,110.116462,9.5,30.1
9,-7.829663,110.116447,8.9,30.1
10,-7.829663,110.116439,9.1,30
10,-7.829663,110.116424,9.3,30.2
10,-7.829663,110.116416,9,30
9,-7.829663,110.116401,8.9,30.1
10,-7.829662,110.116394,9.1,30.2
10,-7.82966,110.116386,9.2,30
10,-7.829658,110.116371,10.6,30
10,-7.829657,110.116363,10.3,30
10,-7.829655,110.116355,10.5,30
10,-7.829652,110.11634,10.4,30
9,-7.82965,110.116333,10.7,29.9
9,-7.829648,110.116325,10.6,30
10,-7.829648,110.11631,10.8,30.1
10,-7.829645,110.116302,10.8,30
10,-7.829643,110.116294,11.1,30.1
10,-7.829642,110.116279,12.1,30.1
10,-7.829638,110.116271,11.9,30
10,-7.829635,110.116264,12.3,30.1
9,-7.82963,110.116256,12.4,30.1
10,-7.829623,110.116249,12.5,30
9,-7.829618,110.116241,12.6,30.1
9,-7.829612,110.116233,13.4,30
10,-7.829607,110.116226,13.4,30
10,-7.829602,110.116218,13.5,30.2
7,-7.829596,110.116218,13.6,30
10,-7.829592,110.11621,13.6,30.1
10,-7.829586,110.116203,13.7,29.9
10,-7.829582,110.116203,14,30.1
10,-7.829575,110.116195,14.1,30
10,-7.829568,110.116195,14.2,30
10,-7.829562,110.116188,14.4,30
10,-7.829555,110.116188,14.6,30
9,-7.829548,110.116188,14.8,30
9,-7.829542,110.116188,14.8,30.1
9,-7.829535,110.116188,15.1,30
10,-7.829528,110.116188,15,30
11,-7.82952,110.116188,15.2,30
11,-7.829514,110.116195,15.2,30
11,-7.829505,110.116195,15.3,30
11,-7.829498,110.116195,15.3,30.1
10,-7.829492,110.116195,15.4,30
10,-7.829485,110.116203,15.4,30.1
10,-7.829477,110.116203,15.5,30
10,-7.82947,110.11621,15.6,30.1
10,-7.829462,110.11621,15.8,29.9
10,-7.829455,110.116218,15.7,30
10,-7.829448,110.116218,15.8,29.9
10,-7.829442,110.116226,15.9,30
10,-7.829435,110.116233,15.9,30
10,-7.829427,110.116241,15.9,30
10,-7.82942,110.116249,15.9,30
11,-7.829413,110.116256,16,30.1
11,-7.829405,110.116271,16,30
11,-7.829397,110.116279,16,30
11,-7.82939,110.116287,16.1,30.1
11,-7.829382,110.116294,16.2,30.1
11,-7.829375,110.116302,16.1,30.1
11,-7.829367,110.11631,16,30
11,-7.82936,110.116317,16,30.1
11,-7.829351,110.116325,16.2,30.1
11,-7.829343,110.116333,16.1,30.1
11,-7.829335,110.11634,16.1,30.1
11,-7.829327,110.116348,16.1,30
11,-7.829319,110.116355,16.3,30
10,-7.82931,110.116355,16.2,30.1
11,-7.829302,110.116363,16.7,30.2
10,-7.829293,110.116371,16.6,30
10,-7.829283,110.116371,16.6,30.2
11,-7.829275,110.116378,16.7,30.1
11,-7.829265,110.116378,17,30
11,-7.829255,110.116386,17.5,30
10,-7.829245,110.116386,17.4,30
10,-7.829235,110.116394,17.4,30
11,-7.829225,110.116394,17.5,30
10,-7.829213,110.116401,17.5,30.1
10,-7.829203,110.116401,18.1,30.1
10,-7.829193,110.116409,18.1,30.1
10,-7.829185,110.116409,18.1,30.2
10,-7.829175,110.116416,18.2,30.1
10,-7.829164,110.116416,18.7,30.1
10,-7.829154,110.116424,18.5,30.1
10,-7.829142,110.116424,18.5,30.1
10,-7.82913,110.116424,18.7,30.1
10,-7.829118,110.116432,19,30.1
10,-7.829108,110.116432,21.5,30.1
10,-7.829098,110.116432,21.8,30
10,-7.829088,110.116432,21.6,30.1
10,-7.829078,110.116432,21.5,30.1
10,-7.829067,110.116432,21,30
10,-7.829055,110.116432,21.6,30
10,-7.829043,110.116432,21.7,30.1
10,-7.829032,110.116432,21.7,30.1
10,-7.829018,110.116432,21.7,30.1
10,-7.829007,110.116432,21.7,30.1
10,-7.828995,110.116432,21.8,30.1
10,-7.828982,110.116432,21.9,30.1
10,-7.82897,110.116432,21.8,30.2
10,-7.828957,110.116432,22,30.2
10,-7.828947,110.116424,21.9,30
10,-7.828933,110.116424,21.8,30.1
10,-7.828922,110.116424,20,30
10,-7.82891,110.116424,20.1,30
10,-7.828898,110.116424,19.6,30.1
10,-7.828886,110.116416,19.7,30.1
10,-7.828873,110.116416,20,30.1
10,-7.82886,110.116416,19.4,30
10,-7.828848,110.116416,19.7,30.2
10,-7.828836,110.116416,17.6,30.1
10,-7.828825,110.116416,17.5,30.1
10,-7.828814,110.116416,16.7,30.1
10,-7.828802,110.116409,16.3,30.1
10,-7.828787,110.116409,16.4,30.1
10,-7.828773,110.116409,15.9,30.1
10,-7.82876,110.116409,15.8,30.1
10,-7.828747,110.116409,15.9,30.1
10,-7.828733,110.116416,15.1,30.1
10,-7.82872,110.116416,15,30.1
10,-7.828705,110.116416,15,30
10,-7.828691,110.116416,15.1,30.1
10,-7.828677,110.116424,15.1,30.2
10,-7.828663,110.116424,15.8,30
10,-7.82865,110.116424,15.3,30
10,-7.828637,110.116424,16,30
10,-7.828623,110.116424,16.2,30.1
10,-7.828612,110.116424,16.2,30.1
10,-7.828598,110.116424,16.3,30.1
10,-7.828587,110.116432,16,30.1
10,-7.828575,110.116432,16.3,30
10,-7.828563,110.116432,15.7,30
10,-7.828552,110.116432,16.1,30.1
10,-7.82854,110.116432,14.9,30.1
10,-7.828528,110.116432,15.2,30.1
10,-7.828515,110.116432,15.2,30.1
10,-7.828502,110.116432,14.8,30
10,-7.828488,110.116432,14.8,30.1
10,-7.828477,110.116432,14.8,30.1
10,-7.828464,110.116432,14.8,30
10,-7.82845,110.116439,14.9,30.1
